DATE,CLOSE
2023-03-28,381.5
2023-03-29,385.45
2023-03-30,386.15
2023-03-31,380.9
2023-04-03,390.9
2023-04-04,390.0
2023-04-05,389.7
2023-04-06,389.8
2023-04-07,391.7
2023-04-10,393.5
2023-04-11,388.35
2023-04-12,390.9
2023-04-13,390.1
2023-04-14,392.4
2023-04-17,395.85
2023-04-18,397.0
2023-04-19,396.1
2023-04-20,396.5
2023-04-21,398.75
2023-04-24,400.4
2023-04-25,396.45
2023-04-26,395.75
2023-04-27,398.25
2023-04-28,393.8
2023-05-02,390.0
2023-05-03,378.0
2023-05-04,379.95
2023-05-05,378.65
2023-05-08,381.1
2023-05-10,392.1
2023-05-11,391.65
2023-05-12,398.95
2023-05-15,407.85
2023-05-16,410.75
2023-05-17,414.8
2023-05-18,414.1
2023-05-19,413.65
2023-05-22,424.5
2023-05-23,424.8
2023-05-24,436.0
2023-05-25,430.15
2023-05-26,432.9
2023-05-29,440.45
2023-05-30,434.5
2023-05-31,450.1
2023-06-01,451.5
2023-06-02,458.95
2023-06-05,458.6
2023-06-06,462.1
2023-06-07,459.85
2023-06-08,458.15
2023-06-09,463.5
2023-06-13,479.85
2023-06-14,478.4
2023-06-15,481.75
2023-06-16,480.4
2023-06-19,485.85
2023-06-20,483.4
2023-06-21,481.35
2023-06-22,475.45
2023-06-23,467.55
2023-06-26,474.4
2023-06-27,475.85
2023-06-28,477.05
2023-06-29,482.1
2023-06-30,482.35
2023-07-03,478.05
2023-07-04,473.4
2023-07-05,473.9
2023-07-06,476.75
2023-07-07,482.4
2023-07-10,477.45
2023-07-11,478.8
2023-07-12,487.05
2023-07-13,488.4
2023-07-14,487.65
2023-07-17,489.3
2023-07-18,490.15
2023-07-19,485.95
2023-07-20,475.1
2023-07-21,483.2
2023-07-24,481.6
2023-07-25,489.15
2023-07-26,486.9
2023-07-27,493.75
2023-07-28,500.65
2023-07-31,508.75
2023-08-01,516.7
2023-08-02,522.95
2023-08-03,526.7
2023-08-04,521.95
2023-08-07,524.6
2023-08-08,527.9
2023-08-09,533.2
2023-08-10,535.2
2023-08-11,549.0
2023-08-14,539.75
2023-08-15,546.3
2023-08-16,532.95
2023-08-17,544.45
2023-08-18,548.2
2023-08-21,547.45
2023-08-22,549.5
2023-08-23,534.5
2023-08-24,539.8
2023-08-25,538.85
2023-08-28,545.55
2023-08-29,558.3
2023-08-30,556.9
2023-08-31,556.15
2023-09-01,559.15
2023-09-04,567.25
2023-09-05,574.4
2023-09-06,578.8
2023-09-07,564.6
2023-09-08,557.95
2023-09-11,549.1
2023-09-12,562.0
2023-09-13,555.15
2023-09-14,556.3
2023-09-15,562.8
2023-09-18,557.1
2023-09-19,544.0
2023-09-20,529.35
2023-09-21,508.0
2023-09-22,513.9
2023-09-25,520.65
2023-09-26,517.85
2023-09-27,529.95
2023-09-28,535.7
2023-09-29,537.0
2023-10-02,535.55
2023-10-03,538.9
2023-10-04,533.95
2023-10-05,534.7
2023-10-06,534.2
2023-10-09,552.5
2023-10-10,549.0
2023-10-11,540.35
2023-10-12,546.05
2023-10-13,561.85
2023-10-16,568.65
2023-10-17,573.05
2023-10-18,586.8
2023-10-19,595.25
2023-10-20,602.9
2023-10-23,593.3
2023-10-24,586.2
2023-10-25,590.5
2023-10-26,583.0
2023-10-27,594.6
2023-10-30,587.2
2023-10-31,574.55
2023-11-01,579.5
2023-11-02,586.25
2023-11-03,581.5
2023-11-06,588.95
2023-11-07,583.95
2023-11-08,581.65
2023-11-09,583.1
2023-11-10,598.3
2023-11-13,598.3
2023-11-14,591.3
2023-11-15,585.0
2023-11-16,572.75
2023-11-17,583.3
2023-11-20,581.5
2023-11-21,583.4
2023-11-22,581.75
2023-11-23,580.8
2023-11-24,578.85
2023-11-27,578.0
2023-11-28,589.9
2023-11-29,593.45
2023-11-30,584.3
2023-12-01,575.15
2023-12-04,565.0
2023-12-05,574.35
2023-12-06,565.55
2023-12-07,560.6
2023-12-08,564.7
2023-12-11,555.0
2023-12-12,549.55
2023-12-13,555.85
2023-12-14,535.7
2023-12-15,561.5
2023-12-18,566.65
2023-12-19,574.0
2023-12-20,578.6
2023-12-21,577.1
2023-12-22,583.75
2023-12-25,584.45
2023-12-26,589.3
2023-12-27,594.55
2023-12-28,591.9
2023-12-29,593.2
2024-01-03,604.0
2024-01-04,601.15
2024-01-05,604.05
2024-01-08,602.3
2024-01-09,600.55
2024-01-10,601.0
2024-01-11,579.6
2024-01-12,584.2
2024-01-15,581.4
2024-01-16,578.4
2024-01-17,574.75
2024-01-18,573.95
2024-01-19,574.95
2024-01-22,577.95
2024-01-23,579.9
2024-01-24,575.75
2024-01-25,574.65
2024-01-26,573.9
2024-01-29,575.75
2024-01-30,573.95
2024-01-31,575.0
2024-02-01,576.5
2024-02-02,583.95
2024-02-05,592.0
2024-02-06,593.55
2024-02-07,589.4676
2024-02-08,573.89984
2024-02-09,561.09375
2024-02-12,544.12744
2024-02-13,538.9267
2024-02-14,533.8203
2024-02-15,530.6308
2024-02-16,521.33136
2024-02-19,514.7595
2024-02-20,495.84183
2024-02-21,474.83655
2024-02-22,475.8497
2024-02-26,465.28214
2024-02-27,457.03308
2024-02-28,439.7963
2024-02-29,441.55386
2024-03-01,442.5061
2024-03-04,434.31122
2024-03-05,416.70566
2024-03-06,421.53528
2024-03-07,409.33646
2024-03-11,409.35095
2024-03-12,407.37836
2024-03-13,404.3558
2024-03-14,402.90298
2024-03-15,397.312
2024-03-18,393.1535
2024-03-19,379.7189
2024-03-20,377.13086
2024-03-21,370.8817
