<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MTSS,D,20220512,000000,209.1000000,209.3000000,198.3000000,200.1000000,1593620
MTSS,D,20220513,000000,201.3000000,202.9500000,199.0000000,200.8500000,1179810
MTSS,D,20220516,000000,201.0500000,210.0000000,200.4500000,210.0000000,1187790
MTSS,D,20220517,000000,208.5000000,219.6000000,205.0000000,217.5000000,2052960
MTSS,D,20220518,000000,249.0000000,282.9000000,242.6000000,243.0000000,12001580
MTSS,D,20220519,000000,242.3000000,246.0000000,237.6000000,243.1500000,2433320
MTSS,D,20220520,000000,244.8000000,245.9000000,237.0000000,238.5000000,1652400
MTSS,D,20220523,000000,239.0000000,240.0000000,232.3000000,236.0000000,1147840
MTSS,D,20220524,000000,236.0000000,245.4500000,230.7000000,243.4000000,2227800
MTSS,D,20220525,000000,244.9000000,249.4500000,242.5500000,248.0000000,2274270
MTSS,D,20220526,000000,249.0000000,251.5000000,245.0000000,245.7500000,2092890
MTSS,D,20220527,000000,245.7000000,248.7500000,243.9000000,246.9000000,1325810
MTSS,D,20220530,000000,246.9000000,255.0000000,246.1000000,255.0000000,1691210
MTSS,D,20220531,000000,254.9000000,257.0000000,251.7500000,254.9500000,1073280
MTSS,D,20220601,000000,254.9500000,257.9500000,253.0000000,257.0500000,987190
MTSS,D,20220602,000000,257.0500000,261.9000000,252.7500000,261.7000000,2188060
MTSS,D,20220603,000000,261.1500000,263.4000000,254.0000000,259.5000000,1411060
MTSS,D,20220606,000000,260.0000000,270.5000000,258.0000000,268.3500000,2585970
MTSS,D,20220607,000000,267.2500000,271.7500000,265.0000000,270.2000000,1503520
MTSS,D,20220608,000000,270.0000000,274.5000000,270.0000000,272.3500000,1446480
MTSS,D,20220609,000000,271.8000000,272.3500000,268.1500000,270.7000000,785300
MTSS,D,20220610,000000,270.9500000,274.9000000,269.1000000,274.0000000,1310130
MTSS,D,20220614,000000,274.3000000,275.0000000,272.3500000,274.9000000,1309930
MTSS,D,20220615,000000,274.9500000,277.1000000,273.5000000,276.1000000,1373670
MTSS,D,20220616,000000,276.8500000,277.0500000,275.3500000,277.0500000,885250
MTSS,D,20220617,000000,276.3000000,277.0000000,272.2000000,274.7000000,802650
MTSS,D,20220620,000000,274.5000000,276.4500000,274.0000000,274.4500000,932580
MTSS,D,20220621,000000,275.0000000,275.5500000,269.8500000,272.7000000,1106130
MTSS,D,20220622,000000,273.0000000,277.0000000,267.1000000,274.0000000,1791310
MTSS,D,20220623,000000,279.0000000,279.5000000,274.0000000,276.2000000,2625800
MTSS,D,20220624,000000,276.4500000,281.4000000,275.2500000,278.3500000,1467930
MTSS,D,20220627,000000,278.9500000,280.6500000,275.0000000,276.2000000,912010
MTSS,D,20220628,000000,276.2000000,278.7000000,275.3000000,277.4000000,951570
MTSS,D,20220629,000000,277.5000000,278.0000000,275.0000000,275.7000000,703030
MTSS,D,20220630,000000,275.7000000,276.4000000,256.5000000,273.7000000,2548180
MTSS,D,20220701,000000,272.0000000,279.0000000,269.0500000,278.8500000,1714430
MTSS,D,20220704,000000,279.9500000,281.3500000,278.5000000,280.5500000,2177970
MTSS,D,20220705,000000,280.0500000,281.4500000,275.2500000,276.3000000,1905250
MTSS,D,20220706,000000,276.3000000,277.2500000,267.6000000,270.0500000,3010800
MTSS,D,20220707,000000,269.9000000,273.0500000,268.1000000,273.0000000,1703980
MTSS,D,20220708,000000,272.8500000,275.0500000,269.7000000,275.0500000,4262310
MTSS,D,20220711,000000,247.5500000,247.5500000,237.0500000,239.8500000,4680550
MTSS,D,20220712,000000,239.0500000,239.6000000,227.2000000,236.8500000,4289580
MTSS,D,20220713,000000,236.9000000,238.9500000,231.0000000,233.9000000,1685560
MTSS,D,20220714,000000,232.7500000,235.0000000,228.8500000,229.8000000,1888240
MTSS,D,20220715,000000,229.5000000,239.5500000,226.0000000,236.9000000,1483400
MTSS,D,20220718,000000,237.9500000,239.7500000,231.2500000,236.3000000,1102410
MTSS,D,20220719,000000,236.2500000,236.8000000,231.5500000,232.5500000,797860
MTSS,D,20220720,000000,232.7000000,236.0000000,231.8000000,232.6000000,622060
MTSS,D,20220721,000000,232.5000000,233.5000000,227.2000000,229.0500000,829940
MTSS,D,20220722,000000,229.9000000,232.1500000,229.0000000,230.8000000,674960
MTSS,D,20220725,000000,231.0500000,232.0000000,229.5500000,230.8500000,546980
MTSS,D,20220726,000000,231.2000000,233.2500000,230.1000000,233.2500000,971830
MTSS,D,20220727,000000,234.0000000,237.0000000,232.0000000,235.6500000,1503160
MTSS,D,20220728,000000,235.8000000,243.5000000,235.7500000,243.1500000,2115420
MTSS,D,20220729,000000,243.7000000,245.0000000,241.0500000,243.4500000,1599760
MTSS,D,20220801,000000,244.0500000,244.4000000,238.5000000,241.7500000,987540
MTSS,D,20220802,000000,240.7500000,241.9500000,239.0000000,241.0000000,656750
MTSS,D,20220803,000000,240.9500000,247.5000000,240.1000000,246.3000000,1461560
MTSS,D,20220804,000000,246.6000000,252.2000000,245.5500000,251.0000000,1539650
MTSS,D,20220805,000000,250.0000000,251.8500000,240.8000000,241.4500000,1453040
MTSS,D,20220808,000000,244.9000000,249.3500000,243.7000000,247.1500000,886930
MTSS,D,20220809,000000,247.2000000,248.0000000,244.1500000,247.8500000,699840
MTSS,D,20220810,000000,248.8500000,251.0000000,246.7000000,250.0500000,697230
MTSS,D,20220811,000000,250.8000000,251.7000000,245.3000000,245.5000000,579950
MTSS,D,20220812,000000,245.0000000,247.1500000,243.1000000,245.1000000,687530
MTSS,D,20220815,000000,247.1000000,248.8500000,243.0000000,246.3000000,885270
MTSS,D,20220816,000000,246.4000000,248.7500000,244.0000000,248.0000000,968460
MTSS,D,20220817,000000,248.0000000,250.0000000,244.0500000,245.0000000,1285090
MTSS,D,20220818,000000,245.9500000,247.4000000,238.5000000,241.9500000,2249270
MTSS,D,20220819,000000,240.0000000,241.2500000,236.4000000,240.0000000,1936360
MTSS,D,20220822,000000,240.0000000,240.0000000,237.4000000,238.1000000,851220
MTSS,D,20220823,000000,238.8500000,239.1500000,235.2000000,236.0000000,1734160
MTSS,D,20220824,000000,235.9500000,236.4500000,230.1500000,231.8500000,1702870
MTSS,D,20220825,000000,232.4500000,236.8500000,231.2500000,236.4000000,1880520
MTSS,D,20220826,000000,236.4000000,240.1000000,234.1500000,240.1000000,1378570
MTSS,D,20220829,000000,240.0000000,242.5000000,238.1000000,241.0000000,1207670
MTSS,D,20220830,000000,241.4500000,243.2000000,239.0000000,239.3000000,895660
MTSS,D,20220831,000000,239.0000000,240.3500000,235.2000000,236.3000000,1532990
MTSS,D,20220901,000000,236.9000000,242.0000000,236.6500000,241.4500000,1626220
MTSS,D,20220902,000000,241.6000000,245.0000000,237.3500000,240.3000000,2030010
MTSS,D,20220905,000000,240.2000000,243.0000000,239.8500000,242.8000000,1058270
MTSS,D,20220906,000000,242.8000000,244.4500000,238.5000000,239.0000000,1874860
MTSS,D,20220907,000000,239.3000000,239.3000000,235.2500000,236.0500000,1653370
MTSS,D,20220908,000000,236.4000000,240.3000000,236.0000000,237.5500000,1005630
MTSS,D,20220909,000000,237.4500000,240.0000000,237.0500000,237.7500000,857030
MTSS,D,20220912,000000,237.3000000,242.4000000,237.1500000,240.6000000,1272940
MTSS,D,20220913,000000,240.7000000,241.6000000,237.4000000,237.7500000,1051200
MTSS,D,20220914,000000,237.7000000,238.0000000,235.3500000,237.7000000,1016910
MTSS,D,20220915,000000,238.2500000,240.0000000,236.6000000,238.2000000,1180150
MTSS,D,20220916,000000,238.4000000,238.4000000,235.6000000,236.4000000,1105590
MTSS,D,20220919,000000,236.0000000,236.6000000,234.7000000,235.8500000,831810
MTSS,D,20220920,000000,235.8500000,236.1000000,220.2500000,226.7000000,3073460
MTSS,D,20220921,000000,201.0500000,221.0000000,201.0500000,216.5000000,2438770
MTSS,D,20220922,000000,215.6500000,222.2500000,212.3500000,214.9000000,1596860
MTSS,D,20220923,000000,215.2000000,215.2000000,197.5000000,200.6500000,3879390
MTSS,D,20220926,000000,199.0500000,199.1000000,184.0000000,186.3000000,3450430
MTSS,D,20220927,000000,190.0500000,198.5000000,179.3500000,187.4500000,2797580
MTSS,D,20220928,000000,187.9500000,189.8500000,181.3000000,186.0000000,1422090
MTSS,D,20220929,000000,186.9500000,188.7000000,179.3500000,183.0000000,1422100
MTSS,D,20220930,000000,184.1500000,194.0000000,176.2000000,191.6500000,2727390
MTSS,D,20221003,000000,192.5000000,198.0000000,190.0000000,197.0500000,1983360
MTSS,D,20221004,000000,197.9500000,206.5500000,194.2000000,202.7000000,2827630
MTSS,D,20221005,000000,202.5000000,209.2000000,200.7500000,206.5500000,2912010
MTSS,D,20221006,000000,206.5000000,210.5500000,206.5000000,208.2500000,1893960
MTSS,D,20221007,000000,207.5500000,207.8500000,196.2000000,196.2000000,2126930
MTSS,D,20221010,000000,190.3000000,201.6500000,190.3000000,200.1000000,1706010
MTSS,D,20221011,000000,200.6500000,212.4000000,200.0000000,210.1000000,2389880
MTSS,D,20221012,000000,210.2000000,210.6500000,202.1000000,204.1500000,2751070
MTSS,D,20221013,000000,204.2500000,205.8500000,200.9000000,203.5000000,1498020
MTSS,D,20221014,000000,203.9000000,210.0000000,203.0500000,208.3000000,3005830
MTSS,D,20221017,000000,209.0000000,218.9500000,207.2000000,218.6500000,2242560
MTSS,D,20221018,000000,219.0500000,220.0000000,212.5000000,213.5500000,2060610
MTSS,D,20221019,000000,213.0000000,216.4500000,210.0500000,215.3000000,1657120
MTSS,D,20221020,000000,216.0000000,223.1500000,215.3500000,217.2000000,2965350
MTSS,D,20221021,000000,216.9000000,217.4000000,212.8000000,215.8000000,1263930
MTSS,D,20221024,000000,217.2000000,218.2500000,215.0000000,215.7500000,1097330
MTSS,D,20221025,000000,216.1000000,220.3500000,215.4000000,219.0000000,1642530
MTSS,D,20221026,000000,219.6500000,219.7500000,217.6000000,219.0500000,1222440
MTSS,D,20221027,000000,219.6500000,223.5000000,218.2000000,222.7500000,2126570
MTSS,D,20221028,000000,222.7500000,225.0000000,219.6000000,224.5000000,1375380
MTSS,D,20221031,000000,224.6000000,229.0000000,224.0000000,225.8000000,1485540
MTSS,D,20221101,000000,226.5000000,229.0000000,225.7000000,226.7000000,1187750
MTSS,D,20221102,000000,226.8500000,227.3000000,220.0500000,223.4500000,858800
MTSS,D,20221103,000000,222.8000000,223.0000000,220.2500000,222.3000000,826350
MTSS,D,20221107,000000,223.0500000,229.0000000,222.8000000,227.7000000,1234750
MTSS,D,20221108,000000,227.8500000,232.0000000,226.5000000,230.4500000,1639620
MTSS,D,20221109,000000,230.1000000,231.6000000,222.8000000,224.7500000,1862760
MTSS,D,20221110,000000,224.9000000,229.3500000,224.4000000,228.3500000,706820
MTSS,D,20221111,000000,228.5000000,235.5000000,226.7500000,235.0000000,1665480
MTSS,D,20221114,000000,236.4000000,237.4000000,233.5000000,234.5500000,895310
MTSS,D,20221115,000000,234.9000000,238.0000000,221.1000000,231.1000000,3010020
MTSS,D,20221116,000000,233.6000000,238.9500000,231.1500000,233.7500000,3003350
MTSS,D,20221117,000000,234.4000000,235.4000000,232.0000000,232.6000000,768470
MTSS,D,20221118,000000,232.0000000,233.2000000,228.5000000,230.4500000,905540
MTSS,D,20221121,000000,230.4000000,230.4000000,225.8500000,227.7000000,1045520
MTSS,D,20221122,000000,227.7000000,229.7000000,226.5000000,228.1500000,671830
MTSS,D,20221123,000000,228.6000000,234.3000000,226.3000000,232.8500000,1315200
MTSS,D,20221124,000000,232.8000000,236.6000000,232.3500000,233.5000000,1265710
MTSS,D,20221125,000000,234.5000000,237.8500000,234.0000000,236.2500000,1679810
MTSS,D,20221128,000000,236.0000000,236.1000000,232.3500000,234.1500000,1143490
MTSS,D,20221129,000000,234.9500000,237.9000000,234.0000000,236.9500000,839570
MTSS,D,20221130,000000,237.0000000,237.5000000,233.5000000,236.4000000,1140890
MTSS,D,20221201,000000,236.0500000,236.6500000,234.0500000,234.7000000,895690
MTSS,D,20221202,000000,234.3000000,234.7000000,232.3000000,233.7000000,553860
MTSS,D,20221205,000000,233.6500000,234.9000000,231.3000000,233.0500000,737260
MTSS,D,20221206,000000,233.2000000,234.1000000,231.6000000,233.8000000,846130
MTSS,D,20221207,000000,233.2000000,234.9000000,232.3500000,233.5000000,504450
MTSS,D,20221208,000000,233.4500000,233.9000000,232.3000000,233.1500000,537490
MTSS,D,20221209,000000,233.0000000,234.9000000,232.6500000,233.6500000,679890
MTSS,D,20221212,000000,233.6500000,234.0500000,230.5000000,231.1000000,844260
MTSS,D,20221213,000000,231.1500000,231.9000000,228.7000000,229.8500000,593800
MTSS,D,20221214,000000,230.2000000,230.2000000,225.0000000,226.4000000,887510
MTSS,D,20221215,000000,226.4000000,226.9000000,220.8000000,221.1500000,1138900
MTSS,D,20221216,000000,221.3000000,228.3000000,221.2000000,226.9000000,1121630
MTSS,D,20221219,000000,226.2000000,227.0000000,221.2000000,223.7000000,1930620
MTSS,D,20221220,000000,224.4000000,227.9500000,223.7000000,227.4500000,1117510
MTSS,D,20221221,000000,227.4000000,229.8500000,223.7500000,224.5000000,1621480
MTSS,D,20221222,000000,224.5000000,228.0000000,224.4500000,227.0000000,955930
MTSS,D,20221223,000000,227.0000000,227.8500000,224.5500000,227.0000000,864410
MTSS,D,20221226,000000,226.6000000,231.8500000,225.2000000,228.9000000,1739410
MTSS,D,20221227,000000,228.9000000,230.9000000,228.4000000,229.8000000,818420
MTSS,D,20221228,000000,230.0000000,232.3000000,229.0000000,231.9000000,1197460
MTSS,D,20221229,000000,231.5000000,235.0000000,230.1000000,234.7500000,856350
MTSS,D,20221230,000000,234.7000000,236.6000000,233.1000000,236.4000000,734150
MTSS,D,20230103,000000,236.4000000,236.8000000,235.0000000,235.3500000,276640
MTSS,D,20230104,000000,235.0500000,236.7000000,234.2500000,236.5000000,337460
MTSS,D,20230105,000000,236.7000000,236.9000000,235.0000000,236.1500000,308600
MTSS,D,20230106,000000,236.1500000,236.6000000,235.4000000,236.5000000,181790
MTSS,D,20230109,000000,236.6000000,238.8000000,235.5000000,237.7000000,1224050
MTSS,D,20230110,000000,237.9000000,237.9000000,234.4500000,237.3000000,635080
MTSS,D,20230111,000000,237.0000000,240.5000000,236.1500000,240.0000000,867730
MTSS,D,20230112,000000,239.7500000,240.0000000,238.3500000,239.0000000,1045100
MTSS,D,20230113,000000,239.4000000,239.5000000,238.4000000,239.2000000,1246790
MTSS,D,20230116,000000,239.4500000,242.6500000,235.3500000,242.2000000,1456660
MTSS,D,20230117,000000,242.3000000,242.3000000,238.7000000,238.7000000,608890
MTSS,D,20230118,000000,238.9500000,239.5000000,237.1000000,237.6000000,591210
MTSS,D,20230119,000000,237.6000000,239.3000000,235.8000000,237.0000000,1238280
MTSS,D,20230120,000000,236.9000000,240.4000000,235.8000000,239.9000000,1148640
MTSS,D,20230123,000000,241.3500000,241.3500000,238.7500000,239.8500000,730360
MTSS,D,20230124,000000,240.4500000,240.4500000,237.9000000,239.0000000,1057100
MTSS,D,20230125,000000,239.0000000,241.0000000,237.9000000,240.5000000,1097800
MTSS,D,20230126,000000,240.8000000,241.0000000,237.4000000,240.0000000,1322150
MTSS,D,20230127,000000,240.3000000,242.3000000,239.8500000,242.1500000,1176050
MTSS,D,20230130,000000,242.1500000,245.0000000,241.5000000,244.9000000,1213400
MTSS,D,20230131,000000,245.1500000,249.9500000,243.3000000,249.6500000,1245760
MTSS,D,20230201,000000,250.0000000,252.8000000,248.1500000,251.7500000,1072180
MTSS,D,20230202,000000,252.0000000,257.9500000,248.8500000,256.1000000,1827700
MTSS,D,20230203,000000,256.2000000,256.6000000,252.0000000,255.2000000,1214830
MTSS,D,20230206,000000,254.7500000,260.0000000,253.4000000,259.2000000,1378530
MTSS,D,20230207,000000,259.4000000,263.2000000,259.4000000,261.0500000,1496320
MTSS,D,20230208,000000,262.1500000,265.0000000,259.5000000,260.7000000,1659180
MTSS,D,20230209,000000,261.0000000,263.3000000,255.1500000,256.8500000,1954910
MTSS,D,20230210,000000,256.1000000,258.4500000,254.1000000,257.6500000,752850
MTSS,D,20230213,000000,257.5500000,260.8000000,255.0500000,259.2000000,801950
MTSS,D,20230214,000000,259.2500000,259.5000000,252.5000000,252.5500000,1330780
MTSS,D,20230215,000000,252.4000000,252.4000000,241.2500000,244.2000000,2116780
MTSS,D,20230216,000000,244.5000000,249.4500000,243.0000000,247.3500000,1977440
MTSS,D,20230217,000000,247.5000000,250.9500000,244.4000000,249.4000000,1003500
MTSS,D,20230220,000000,249.9000000,250.0500000,242.5000000,246.7000000,1088090
MTSS,D,20230221,000000,246.7500000,252.3500000,246.7500000,251.0000000,1209400
MTSS,D,20230222,000000,251.7000000,252.4000000,248.3000000,250.8000000,812420
MTSS,D,20230224,000000,250.8000000,251.7500000,248.8500000,251.1500000,533110
MTSS,D,20230227,000000,248.0000000,255.1500000,246.3000000,254.1000000,924260
MTSS,D,20230228,000000,254.6000000,260.1500000,254.3000000,260.1500000,1625720
MTSS,D,20230301,000000,260.4000000,261.0000000,257.0000000,259.1000000,1689280
MTSS,D,20230302,000000,259.1000000,259.2500000,252.4500000,254.5500000,1726430
MTSS,D,20230303,000000,254.9500000,261.0000000,254.1000000,259.6500000,2449470
MTSS,D,20230306,000000,260.0000000,261.0000000,257.5500000,258.4000000,1325560
MTSS,D,20230307,000000,258.8500000,259.5000000,256.5000000,257.6500000,992760
MTSS,D,20230309,000000,257.5500000,258.3000000,256.1500000,257.1500000,684800
MTSS,D,20230310,000000,257.0000000,258.8000000,255.2000000,257.7000000,835150
MTSS,D,20230313,000000,257.9500000,258.3000000,254.2500000,256.6500000,1731870
MTSS,D,20230314,000000,255.6000000,257.5000000,255.0000000,255.9000000,840430
MTSS,D,20230315,000000,256.2000000,257.0000000,248.6500000,249.9500000,1563360
MTSS,D,20230316,000000,250.9000000,251.4000000,245.0500000,247.9000000,2847450
MTSS,D,20230317,000000,248.6000000,248.9000000,245.7500000,248.1000000,2545790
MTSS,D,20230320,000000,248.2500000,252.8000000,246.5000000,251.8000000,2271200
MTSS,D,20230321,000000,251.8000000,256.8500000,250.5000000,255.2500000,2410320
MTSS,D,20230322,000000,255.9000000,256.6000000,253.5500000,254.4000000,1404030
MTSS,D,20230323,000000,254.1000000,255.0000000,252.7500000,254.4000000,869160
MTSS,D,20230324,000000,254.4000000,254.6000000,250.5500000,252.7500000,1291280
MTSS,D,20230327,000000,253.1000000,258.0000000,250.7000000,256.8500000,2722150
MTSS,D,20230328,000000,257.2500000,259.3000000,254.7500000,257.6000000,2746710
MTSS,D,20230329,000000,257.7000000,258.4500000,256.0500000,257.9500000,1725280
MTSS,D,20230330,000000,257.9500000,259.9500000,257.0500000,259.3000000,2220950
MTSS,D,20230331,000000,259.3000000,259.3000000,254.2000000,257.8500000,1902900
MTSS,D,20230403,000000,258.0000000,258.8500000,256.6000000,258.0000000,2105200
MTSS,D,20230404,000000,257.9500000,258.2500000,253.7000000,254.7500000,3116200
MTSS,D,20230405,000000,255.3000000,255.4000000,251.8000000,254.9500000,1303160
MTSS,D,20230406,000000,255.2000000,258.0000000,254.7000000,255.7500000,2014470
MTSS,D,20230407,000000,256.7000000,258.0000000,254.4500000,257.5000000,1409300
MTSS,D,20230410,000000,258.0500000,259.3000000,257.0500000,259.2500000,2061830
MTSS,D,20230411,000000,258.9500000,263.3000000,255.4000000,257.0000000,4593340
MTSS,D,20230412,000000,258.3000000,262.9500000,257.0000000,261.2500000,2767010
MTSS,D,20230413,000000,261.2500000,263.5000000,257.9000000,260.4000000,2025650
MTSS,D,20230414,000000,260.8500000,261.3000000,258.4000000,260.0500000,1820510
MTSS,D,20230417,000000,260.2000000,264.5000000,260.0500000,261.0000000,2928700
MTSS,D,20230418,000000,262.1500000,265.5000000,261.0000000,265.4000000,2313760
MTSS,D,20230419,000000,265.4000000,272.2500000,264.0000000,266.7000000,4933100
MTSS,D,20230420,000000,267.0000000,270.4000000,261.3000000,268.3500000,2593170
MTSS,D,20230421,000000,269.5000000,269.5000000,265.0000000,266.4000000,1260550
MTSS,D,20230424,000000,266.5500000,270.5000000,265.4500000,269.2500000,2192150
MTSS,D,20230425,000000,269.4500000,271.4000000,267.0000000,271.3000000,1367120
MTSS,D,20230426,000000,271.4000000,274.0000000,270.6000000,272.9000000,1909650
MTSS,D,20230427,000000,272.9000000,274.1500000,270.0500000,273.6500000,1293640
MTSS,D,20230428,000000,273.9500000,274.0500000,270.3000000,272.1500000,966900
MTSS,D,20230502,000000,273.7500000,276.5000000,265.5500000,270.7000000,2863030
MTSS,D,20230503,000000,270.7000000,271.2500000,264.5000000,265.0500000,3434120
MTSS,D,20230504,000000,266.0000000,269.8500000,265.4000000,268.8000000,1512530
MTSS,D,20230505,000000,268.7000000,269.9000000,266.0000000,266.1000000,1015650
MTSS,D,20230508,000000,267.2000000,267.7000000,262.4000000,263.6000000,769600
MTSS,D,20230510,000000,263.5500000,274.0000000,262.5500000,272.6500000,2203960
MTSS,D,20230511,000000,273.5500000,278.1000000,265.6000000,272.5000000,3391370
MTSS,D,20230512,000000,272.9000000,276.6500000,270.0000000,276.4000000,1744890
MTSS,D,20230515,000000,278.9000000,288.0000000,277.6500000,287.1000000,8160370
MTSS,D,20230516,000000,287.8500000,295.5500000,285.9500000,293.8000000,5649620
MTSS,D,20230517,000000,294.3500000,295.0000000,290.5500000,293.1000000,2727090
MTSS,D,20230518,000000,293.7500000,314.9500000,290.7500000,313.5500000,16904800
MTSS,D,20230519,000000,313.0000000,313.0000000,305.6000000,308.0000000,8561540
MTSS,D,20230522,000000,309.0000000,309.7500000,301.5000000,305.3000000,4120450
MTSS,D,20230523,000000,305.7500000,308.0000000,301.6500000,306.8500000,3781620
MTSS,D,20230524,000000,306.9000000,308.6000000,305.0000000,306.2000000,2766220
MTSS,D,20230525,000000,306.3500000,306.9000000,303.6500000,306.4000000,2675650
MTSS,D,20230526,000000,306.3000000,308.1500000,306.0500000,308.0000000,2509450
MTSS,D,20230529,000000,309.3500000,314.9000000,308.7500000,313.6500000,5172360
MTSS,D,20230530,000000,312.7000000,319.9500000,311.0500000,316.6000000,6217210
MTSS,D,20230531,000000,317.0000000,318.7500000,313.6500000,317.1000000,4087670
MTSS,D,20230601,000000,317.5000000,319.0000000,315.6500000,317.3500000,2813580
MTSS,D,20230602,000000,318.7000000,327.0000000,317.5000000,326.8500000,9210690
MTSS,D,20230605,000000,330.0500000,333.7000000,325.0000000,329.6000000,8657910
MTSS,D,20230606,000000,328.9000000,329.6000000,325.4000000,327.9500000,5231040
MTSS,D,20230607,000000,328.2000000,328.9500000,325.0500000,326.6000000,3192160
MTSS,D,20230608,000000,326.5500000,327.2000000,323.2500000,324.8000000,3295990
MTSS,D,20230609,000000,324.9000000,329.3500000,324.4000000,328.9000000,3538470
MTSS,D,20230613,000000,329.9000000,331.9500000,328.5000000,330.5000000,3904570
MTSS,D,20230614,000000,331.1000000,331.5500000,326.4500000,330.3000000,2862290
MTSS,D,20230615,000000,330.6000000,337.3500000,330.0000000,336.5500000,6693830
MTSS,D,20230616,000000,336.9500000,342.0000000,335.3500000,341.9500000,6291200
MTSS,D,20230619,000000,344.9000000,347.9500000,341.4500000,343.7000000,7826290
MTSS,D,20230620,000000,343.5000000,347.8000000,335.0500000,345.6500000,9695340
MTSS,D,20230621,000000,346.0000000,348.9000000,344.7000000,346.5500000,6392280
MTSS,D,20230622,000000,345.9500000,347.7500000,345.0000000,345.6000000,4520940
MTSS,D,20230623,000000,345.6000000,345.9500000,336.0000000,339.7500000,6272470
MTSS,D,20230626,000000,344.9500000,346.6500000,338.3500000,344.2000000,12990910
MTSS,D,20230627,000000,344.1000000,347.0000000,341.1500000,346.9500000,16603870
MTSS,D,20230628,000000,314.3500000,315.8000000,302.7500000,305.4500000,32269800
MTSS,D,20230629,000000,305.2000000,309.0000000,301.1000000,303.5000000,9573720
MTSS,D,20230630,000000,302.9500000,304.0000000,295.6500000,296.7500000,9837560
MTSS,D,20230703,000000,295.9000000,296.0000000,287.0500000,287.8000000,12339550
MTSS,D,20230704,000000,287.2000000,296.6000000,286.3000000,292.5000000,10359810
MTSS,D,20230705,000000,293.4000000,299.0000000,293.2000000,298.7000000,7261320
MTSS,D,20230706,000000,299.4000000,299.8000000,295.0000000,296.1500000,4447300
MTSS,D,20230707,000000,296.6500000,297.7500000,295.2000000,296.5500000,3191170
MTSS,D,20230710,000000,296.5000000,303.0500000,295.5000000,302.2000000,6154420
MTSS,D,20230711,000000,302.6500000,302.7500000,298.1000000,300.0000000,3865930
MTSS,D,20230712,000000,300.3000000,300.6000000,297.6500000,298.7000000,3620030
MTSS,D,20230713,000000,298.6000000,299.0000000,291.2000000,297.8500000,5233700
MTSS,D,20230714,000000,297.8000000,299.7500000,296.0000000,296.8000000,2970650
MTSS,D,20230717,000000,295.8000000,296.9000000,293.7000000,295.1500000,3239640
MTSS,D,20230718,000000,295.1500000,296.4000000,294.5000000,296.0500000,3236100
MTSS,D,20230719,000000,296.4000000,301.3500000,296.0000000,297.3000000,4476740
MTSS,D,20230720,000000,298.0000000,298.0000000,291.2000000,292.1000000,5367730
MTSS,D,20230721,000000,292.1000000,294.0000000,288.6000000,292.6500000,4445250
MTSS,D,20230724,000000,293.2000000,296.0000000,290.3500000,291.5000000,4520510
MTSS,D,20230725,000000,291.9000000,292.6000000,289.7500000,291.0500000,5275320
MTSS,D,20230726,000000,291.1500000,291.2500000,287.8000000,288.9500000,5694530
